,brand,model,submodel,year,location,price,gearbox,operations,body,gas,color,insidecolor
222,پژو,405,SLX,1394,تهران ,300.0,0,128200,گلگیر رنگ,بنزینی,سفید,داخل بژ
223,ام وی ام,X55 PRO,IE,1402,تهران ,627.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
224,چری,آریزو 5T,IE,1402,تهران ,1091.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
225,فونیکس,آریزو 6 پرو,اتوماتیک,1402,تهران ,1242.4,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
226,فونیکس,FX,پریمیوم,1402,تهران ,1730.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
227,ام وی ام,315هاچ بک,ساده,1393,تهران ,290.0,0,161000,صافکاری بدون رنگ,بنزینی,مشکی,داخل مشکی
228,جک,S5,1.5 لیتر اتوماتیک,1402,تهران ,665.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
229,پراید,132,SE,1397,خمینی شهر,270.0,0,32000,بدون رنگ,بنزینی,سفید,داخل کرم
230,فونیکس,FX,پریمیوم,1402,تهران ,1790.0,1,6500,بدون رنگ,بنزینی,مشکی,داخل مشکی
231,فونیکس,FX,پریمیوم,1402,تهران ,1820.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
232,پژو,207,پانوراما اتوماتیک TU5,1400,تهران ,730.0,1,43500,صافکاری بدون رنگ,بنزینی,مشکی,داخل مشکی
233,نیسان,جوک,اسپرت,1396,تهران ,2300.0,1,86000,بدون رنگ,بنزینی,سفید,داخل مشکی
234,کوییک,دنده ای R,دنده ای,1400,تبریز,,0,35000,بدون رنگ,بنزینی,سفید,داخل مشکی
235,رنو,مگان (مونتاژ),2000,1391,اصفهان ,,1,140000,بدون رنگ,بنزینی,مشکی,داخل مشکی
236,تارا,اتوماتیک V2,اتوماتیک,1402,تهران ,390.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
237,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1394,تهران ,2720.0,1,40000,بدون رنگ,بنزینی,سفید,داخل مارون
238,ساینا,S,دنده ای بنزینی,1402,تهران ,180.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
239,مزدا,وانت تک‌کابين,دنده ای,1373,مشهد ,,0,465000,دور رنگ,دوگانه سوز,سرمه ای,داخل سرمه ای
240,هیوندای,سانتافه,6 سیلندر,1387,اصفهان ,,1,480000,دو لکه رنگ,بنزینی,آبی,داخل مشکی
241,آریسان,2,دنده ای,1402,مشهد ,236.0,0,0,بدون رنگ,دوگانه سوز,خاکستری,داخل مشکی
242,آریسان,2,دنده ای,1402,مشهد ,384.0,0,0,بدون رنگ,دوگانه سوز,سفید,داخل مشکی
243,هایما,S7,1.8 لیتر توربو پلاس,1401,شیراز ,,1,12000,بدون رنگ,بنزینی,سفید,داخل مشکی
244,رنو,تالیسمان,E3,1396,اصفهان ,,1,60000,بدون رنگ,بنزینی,سفید,داخل کرم
245,هیوندای,سانتافه,6 سیلندر,1387,اصفهان ,,1,190000,یک لکه رنگ,بنزینی,مشکی,داخل مشکی
246,بنز,کلاس E,E250,1394,تهران ,,1,64000,گلگیر تعویض,بنزینی,قهوه ای,داخل موکا
247,پژو,207,اتوماتیک TU5P,1402,تهران ,765.0,1,14000,بدون رنگ,بنزینی,سفید,داخل مشکی
248,لاماری,ایما,اتوماتیک,1402,قم ,1610.0,1,0,بدون رنگ,بنزینی,سبز,داخل مشکی
249,کاپرا,2,دو دیفرانسیل,1397,تهران ,,0,430000,بدون رنگ,بنزینی,مشکی,داخل مشکی
250,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1394,تهران ,2300.0,1,140000,دو لکه رنگ,بنزینی,سفید,داخل مشکی
251,جک,S5,1.5 لیتر اتوماتیک,1402,تهران ,1300.0,1,700,بدون رنگ,بنزینی,سفید,داخل مشکی
252,هیوندای,آزرا (گرنجور),6 سیلندر,1390,تهران ,1600.0,1,180000,دو لکه رنگ,بنزینی,سفید صدفی,داخل کرم
253,بنز,کلاس E,E250,1394,اصفهان ,,1,90000,بدون رنگ,بنزینی,سفید,داخل موکا
254,لکسوس,RX,350,1392,اصفهان ,,1,40000,بدون رنگ,بنزینی,سفید,داخل مشکی
255,ب ام و,X4,28,1395,اصفهان ,,1,67000,بدون رنگ,بنزینی,مشکی,داخل مارون
256,کیا,سورنتو,4 سیلندر GT لاین,1396,اصفهان ,,1,40000,بدون رنگ,بنزینی,مشکی,داخل مارون
257,لکسوس,ES,250,1394,اصفهان ,,1,115000,یک لکه رنگ,بنزینی,قهوه ای,داخل مشکی
258,کیا,اپتیما,4 سیلندر GT لاین,1396,تهران ,,1,60000,دو لکه رنگ,بنزینی,سفید,داخل قهوه ای
259,هیوندای,سوناتا هیبرید,تیپ 3 (GLS Plus),1397,اصفهان ,,1,,بدون رنگ,هیبریدی,مشکی,داخل قهوه ای
260,تویوتا,کمری هیبرید,XLE,1395,اصفهان ,,1,29000,بدون رنگ,هیبریدی,سفید,داخل مشکی
261,فولکس,تیگوان,اتوماتیک,1397,اصفهان ,,1,56000,بدون رنگ,بنزینی,مشکی,داخل مشکی
262,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1395,اصفهان ,,1,121000,بدون رنگ,بنزینی,سفید,داخل مشکی
263,هیوندای,سوناتا هیبرید,تیپ 2 (GLS),1396,اصفهان ,,1,99000,بدون رنگ,هیبریدی,مشکی,داخل کرم
264,تارا,اتوماتیک V2,اتوماتیک,1402,تهران ,760.5,1,1600,بدون رنگ,بنزینی,سفید,داخل مشکی
265,مزدا,3 نیو صندوق دار,2.0 لیتر تیپ 4,1398,تهران ,,1,150000,بدون رنگ,بنزینی,سفید,داخل مشکی
266,هوندا,آکورد,LXB,1392,اصفهان ,,1,130000,بدون رنگ,بنزینی,مشکی,داخل کرم
267,برلیانس,H330,1.65 اتوماتیک,1397,تهران ,675.0,1,68000,بدون رنگ,بنزینی,سفید,داخل مشکی
268,کوییک,دنده ای R,دنده ای,1400,تهران ,,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
269,لکسوس,ES,350,1387,اصفهان ,,1,207000,چند لکه رنگ,بنزینی,سفید,داخل مشکی
270,هیوندای,سوناتا,چهار سیلندر اتوماتیک,1390,اصفهان ,,1,168000,بدون رنگ,بنزینی,سفید,داخل کرم
271,تویوتا,پرادو  چهار در,6 سیلندر آنرود,1389,تهران ,,1,200000,چند لکه رنگ,بنزینی,سفید,داخل کرم
272,هیوندای,سانتافه,4 سیلندر تک دیفرانسیل,1393,تهران ,,1,140000,بدون رنگ,بنزینی,سفید,داخل مشکی
273,ب ام و,Z4,28,1394,تهران ,,1,50000,بدون رنگ,بنزینی,سفید,داخل مشکی
274,ب ام و,سری 5 سدان,528i,1394,تهران ,,1,55000,بدون رنگ,بنزینی,خاکستری,داخل موکا
275,تویوتا,لندکروز چهار در,6 سیلندر 4.0,1392,تهران ,,1,99000,یک لکه رنگ,بنزینی,مشکی,داخل کرم
276,کیا,اپتیما,4 سیلندر ساده,1391,تهران ,,1,185000,بدون رنگ,بنزینی,سفید,داخل طوسی
277,ب ام و,X4,28,1395,تهران ,,1,100000,بدون رنگ,بنزینی,کربن بلک,داخل موکا
278,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1395,تهران ,,1,100000,بدون رنگ,بنزینی,مشکی,داخل مشکی
279,لکسوس,NX هیبرید,300h,1395,تهران ,,1,93000,بدون رنگ,هیبریدی,سفید,داخل کرم
280,رنو,تالیسمان,E3,1397,تهران ,,1,35000,بدون رنگ,بنزینی,سفید,داخل مشکی
281,نیسان,ماکسیما,اتوماتیک,1390,اصفهان ,,1,190000,بدون رنگ,بنزینی,سفید,داخل کرم
282,کیا,سراتو (مونتاژ),2.0 لیتر آپشنال,1397,اصفهان ,,1,115000,یک لکه رنگ,بنزینی,مشکی,داخل مشکی
283,نیسان,ماکسیما,دنده ای,1387,اصفهان ,,0,217000,یک لکه رنگ,بنزینی,سفید,داخل طوسی
284,جک,S3,اتوماتیک,1401,اصفهان ,,1,29000,بدون رنگ,بنزینی,سفید,داخل مشکی
285,شاهین,G دنده ای,دنده ای,1402,تهران ,607.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
286,رنو,کولیوس,اتوماتیک,1396,شیراز ,3300.0,1,27000,بدون رنگ,بنزینی,سفید صدفی,داخل مسی
287,ام وی ام,X22,دنده ای اسپرت لاکچری,1401,کرج ,,0,14000,بدون رنگ,بنزینی,خاکستری,داخل مشکی
288,پژو,207,پانوراما دنده ای,1402,اراک,675.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
289,سمند,LX,EF7,1398,شهربابک,400.0,0,103000,بدون رنگ,بنزینی,سفید,داخل مشکی
290,تویوتا,اریون,اسپرت,1392,تهران ,3370.0,1,250000,چند لکه رنگ,بنزینی,نوک مدادی,داخل کرم
291,هیوندای,اکسنت (مونتاژ),اتوماتیک,1397,تبریز,1300.0,1,13000,یک لکه رنگ,بنزینی,نقره ای,داخل مشکی
292,ب ام و,سری 7,730li,1396,تهران ,11750.0,1,11000,بدون رنگ,بنزینی,سفید,داخل شتری
293,جک,S5,1.5 لیتر اتوماتیک,1401,تهران ,1290.0,1,,بدون رنگ,بنزینی,سفید,داخل مشکی
294,برلیانس,H330,1.65 اتوماتیک,1397,اهواز ,680.0,1,100000,بدون رنگ,بنزینی,سفید,داخل مشکی
295,مکث موتور,تیارا,اتوماتیک,1401,تهران ,1320.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
296,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1393,تهران ,2250.0,1,93000,بدون رنگ,بنزینی,قهوه ای,داخل قهوه ای
297,سمند,LX,XU7,1390,قزوین,235.0,0,314000,چند لکه رنگ,بنزینی,سفید,داخل خاکستری
298,سمند,LX,EF7,1390,تهران ,265.0,0,225000,بدون رنگ,بنزینی,سرمه ای,داخل کرم
299,چری,آریزو 5T,TE,1399,تهران ,860.0,1,45000,بدون رنگ,بنزینی,مشکی,داخل مشکی
300,دنا,معمولی,دنده ای,1395,تهران ,,0,124000,کاپوت تعویض,بنزینی,سفید,داخل مشکی
301,مکث موتور,کلوت,اتوماتیک,1402,تهران ,1528.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
302,تارا,دنده ای V1,دنده ای,1402,تهران ,425.0,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
303,پورشه,کاین,6 سیلندر,1391,تهران ,7000.0,1,80000,بدون رنگ,بنزینی,سفید,داخل کرم
304,کیا,اسپورتیج,4 سیلندر GT لاین,1397,تهران ,2635.0,1,19000,بدون رنگ,بنزینی,سفید,داخل مشکی
305,هیوندای,i30,اتوماتیک,1391,تهران ,725.0,1,140000,چند لکه رنگ,بنزینی,سفید,داخل مشکی
306,کیا,سورنتو,4 سیلندر GT لاین,1396,تهران ,,1,87000,بدون رنگ,بنزینی,سفید,داخل مشکی
307,کوییک,اتوماتیک پلاس,اتوماتیک,1402,تهران ,280.0,1,4900,بدون رنگ,بنزینی,سفید,داخل مشکی
308,کوییک,دنده ای R,دنده ای,1401,تهران ,,0,46000,بدون رنگ,بنزینی,سفید,داخل قرمز
309,تارا,دنده ای V1,دنده ای,1402,تهران ,450.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
310,کوییک,اتوماتیک پلاس,اتوماتیک,1402,تهران ,311.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
311,پورشه,کاین,6 سیلندر,1391,تهران ,7500.0,1,,بدون رنگ,بنزینی,سفید,داخل کرم
312,کیا,اسپورتیج,4 سیلندر GT لاین,1397,تهران ,,1,19000,بدون رنگ,بنزینی,سفید,داخل مشکی
313,هیوندای,i30,اتوماتیک,1391,تهران ,,1,140000,دو لکه رنگ,بنزینی,سفید,داخل مشکی
314,چری,آریزو 5T,IE,1401,اصفهان ,,1,14000,بدون رنگ,بنزینی,مشکی,داخل مشکی
315,تویوتا,پریوس,تیپ C,1397,مشهد ,,1,0,بدون رنگ,هیبریدی,سفید,داخل مشکی
316,ب ام و,X4,28,1396,تهران ,,1,15000,بدون رنگ,بنزینی,مشکی,داخل قهوه ای
317,سانگ یانگ,تیوولی,الیت,1396,تهران ,,1,140000,بدون رنگ,بنزینی,سفید,داخل سفید
318,هاوال,H6,اتوماتیک,1395,تهران ,,1,0,بدون رنگ,بنزینی,خاکستری,داخل خاکستری
319,بنز,کلاس S,S350,1388,مشهد ,6300.0,1,260000,چند لکه رنگ,بنزینی,سفید,داخل شتری
320,ب ام و,X6,50,1392,تهران ,13000.0,1,190000,بدون رنگ,بنزینی,سفید,داخل مارون
321,ولوو,C70 کروک,اتوماتیک,1392,تهران ,4950.0,1,159000,بدون رنگ,بنزینی,مشکی,داخل کرم
322,رنو,کولیوس,اتوماتیک,1396,تهران ,,1,115000,بدون رنگ,بنزینی,سفید,داخل مشکی
323,پورشه,ماکان,اتوماتیک,1396,تهران ,,1,31000,بدون رنگ,بنزینی,سفید,داخل مشکی
324,پژو,2008,اتوماتیک,1398,تهران ,,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
325,لکسوس,IS,250,1393,مشهد,5000.0,1,110000,بدون رنگ,بنزینی,مشکی,داخل نارنجی
326,زامیاد,ریچ,دنده ای,1398,تهران ,,0,80000,بدون رنگ,بنزینی,سفید,داخل خاکستری
327,پژو,405,SLX,1388,تهران,,0,250000,چند لکه رنگ,بنزینی,نقره ای,داخل کرم
328,بنز,کلاس C,C200,1393,تهران ,,1,85000,بدون رنگ,بنزینی,قهوه ای,داخل مشکی
329,رنو,تالیسمان,E3,1397,تهران ,3500.0,1,73000,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
330,هیوندای,توسان,2.0 لیتر دو دیفرانسیل,1396,تهران ,,1,130000,بدون رنگ,بنزینی,سفید,داخل زرشکی
331,میتسوبیشی,میراژ,اتوماتیک,1395,شیراز ,,1,124000,بدون رنگ,بنزینی,سفید,داخل مشکی
332,هیوندای,ولستر,اتوماتیک,1395,تهران ,,1,150000,بدون رنگ,بنزینی,قرمز,داخل مشکی
333,فورد,LTD,اتوماتیک,1352,مشهد ,,1,300000,کامل رنگ,بنزینی,آبی,داخل آبی
334,نیسان,پاترول دو در,دنده ای,1375,خمین,,0,300000,دور رنگ,دوگانه سوز,سبز,داخل کرم
335,بنز,کلاس C,C200,1392,تهران ,,1,145000,بدون رنگ,بنزینی,سفید,داخل قهوه ای
336,پژو,206,تیپ 2,1399,اصفهان ,,0,45000,بدون رنگ,بنزینی,سفید,داخل مشکی
337,مازراتی,گرن کبریو,ساده,1391,تهران ,,1,50000,بدون رنگ,بنزینی,قهوه ای,داخل قهوه ای
338,سمند,سورن,ELX توربو,1395,اردبیل,,0,160000,یک لکه رنگ,بنزینی,سفید,داخل خاکستری
339,پژو,پارس,LX,1398,تهران ,520.0,0,40000,بدون رنگ,بنزینی,مشکی,داخل کرم
340,پژو,پارس,اتوماتیک,1397,تهران,500.0,1,111000,صافکاری بدون رنگ,بنزینی,سفید,داخل کرم
341,تویوتا,راوفور,دو دیفرانسیل,1393,ساری,,1,185000,بدون رنگ,بنزینی,سفید,داخل کرم
342,لکسوس,NX هیبرید,300h,1395,شمیرانات ,,1,16000,بدون رنگ,هیبریدی,سفید,داخل مشکی
343,مازراتی,گرن کبریو,S,1391,تهران ,,1,45000,بدون رنگ,بنزینی,مشکی,داخل مشکی
344,رنو,اسکالا,1.6 لیتر,1395,شهرکرد,,1,90000,بدون رنگ,بنزینی,سفید,داخل مشکی
345,تویوتا,راوفور,دو دیفرانسیل,1393,تهران ,,1,330000,چند لکه رنگ,بنزینی,سفید صدفی,داخل قهوه ای
346,رنو,کولیوس,اتوماتیک,1394,تهران ,2200.0,1,90000,بدون رنگ,بنزینی,سفید,داخل مشکی
347,هیوندای,ولستر,اتوماتیک,1395,تهران ,1500.0,1,156000,بدون رنگ,بنزینی,نارنجی,داخل مسی
348,لیفان,X50,اتوماتیک,1395,تهران,,1,85000,بدون رنگ,بنزینی,سفید,داخل مشکی
349,سوزوکی,گراند ویتارا (مونتاژ),2.4 لیتر اتوماتیک,1397,تهران,,1,6000,بدون رنگ,بنزینی,مشکی,داخل مشکی
350,جیلی,امگرند RV-7,اتوماتیک,1393,تهران,635.0,1,153000,یک لکه رنگ,بنزینی,سفید,داخل طوسی
351,ب ام و,X6,35,1392,شیراز ,,1,230000,بدون رنگ,بنزینی,سفید صدفی,داخل مارون
352,بنز,کلاس C,C200,1391,تهران ,,1,113000,بدون رنگ,بنزینی,سفید,داخل مشکی
353,لکسوس,NX هیبرید,300h fsport,1396,تهران ,,1,80000,بدون رنگ,هیبریدی,تیتانیوم,داخل مشکی
